person_id,person_name,income
60,Соловьев Вадим Георгиевич,12021183.219999999
62,Федоткин Владимир Николаевич,12216963.61
63,Харитонов Николай Михайлович,17598797.689999998
64,Чикин Валентин Васильевич,12154483.459999999
65,Ширшов Константин Владимирович,7429147.29
66,Штогрин Сергей Иванович,32350486.229999997
67,Шурчанов Валентин Сергеевич,18556295.54
68,Грачев Иван Дмитриевич,28199412.62
69,Грешневиков Анатолий Николаевич,19933595.96
71,Дмитриева Оксана Генриховна,39644405.54
72,Драпеко Елена Григорьевна,20567497.63
73,Емельянов Михаил Васильевич,82853279.46000001
74,Зубов Валерий Михайлович,13979443.3
75,Кузьмина Алла Владимировна,55636799.25
76,Левичев Николай Владимирович,26518359.310000002
78,Ломакин-Румянцев Александр Вадимович,13238649.93
79,Мизулина Елена Борисовна,27729280.25
80,Миронов Сергей Михайлович,16775464.629999999
81,Михеев Олег Леонидович,11814666.8
82,Музыкаев Аднан Абдулаевич,14548226.870000001
83,Петров Сергей Анатольевич,498572079.22
84,Пономарев Илья Владимирович,19058083.43
85,Терентьев Александр Васильевич,120031331.42
86,Тумусов Федот Семенович,18110160.64
87,Хованская Галина Петровна,19667780.43
88,Волчек Денис Геннадьевич,11195243.280000001
89,Жириновский Владимир Вольфович,92658113.94
90,Журко Василий Васильевич,14107601.030000001
91,Иванов Сергей Владимирович,18757855.88
93,Лебедев  Андрей Ярославович,6143801.45
94,Лебедев Игорь Владимирович,34328114.17
95,Луговой Андрей Константинович,73818355.27
96,Маркин Эдуард Витальевич,242666149.24
98,Напсо Юрий Аисович,54839388.78
99,Нилов Ярослав Евгеньевич,18824490.240000002
100,Островский Алексей Владимирович,127923835.15
101,Рохмистров Максим Станиславович,36392504.349999994
102,Свищев Дмитрий Александрович,21372629.700000003
103,Селезнев Валерий Сергеевич,405721034.13
105,Слуцкий Леонид Эдуардович,17388774.439999998
106,Тарасюк Василий Михайлович,323525465.46000004
107,Таскаев Владимир Павлович,31740563.22
108,Фургал Сергей Иванович,28809543.169999998
109,Черкасов Кирилл Игоревич,17186588.16
110,Черешнев Валерий Александрович,28372421.98
111,Четвериков Александр Владимирович,11095683.43
112,Шеин Олег Васильевич,6264805.59
113,Шудегов Виктор Евграфович,16046284.600000001
114,Абрамов Виктор Семенович,135767429.98000002
116,Аникеев Григорий Викторович,3828913812.68
117,Антонов Роман Валерьевич,12940418.16
118,Аршба Отари Ионович,410812620.13
119,Бабич Михаил Викторович,30057482.0
120,Балыхин Григорий Артёмович,47470003.28
121,Баринов Игорь Вячеславович,17674639.240000002
125,Яровая Ирина Анатольевна,30036575.509999998
126,Исаев Юрий Олегович,155835239.61
127,Кабаева Алина Маратовна,10678375.5
129,Кабанова Валентина Викторовна,30067876.769999996
130,Казаков Виктор Алексеевич,382555585.59999996
131,Казарин Виктор Николаевич,59083018.83
132,Карелин Александр Александрович,27770709.580000002
133,Карелова Галина Николаевна,18307544.049999997
134,Кармазина Раиса Васильевна,25200771.52
135,Карпович Наталья Николаевна,3446494.68
136,Квитка Иван Иванович,24602840.25
137,Кидяев Виктор Борисович,17390596.259999998
139,Климов Андрей Аркадьевич,20854668.14
140,Клинцевич Франц Адамович,18317144.7
141,Кобзон Иосиф Давыдович,341438436.13
142,Ковалев Николай Дмитриевич,28485166.240000002
145,Косачев Константин Иосифович,46381666.0
146,Кравченко Валерий Николаевич,14335174.83
147,Крашенинников Павел Владимирович,24081352.199999996
148,Крупенников Владимир Александрович,27224789.39
149,Кузьмичева Екатерина Ивановна,25961987.96
150,Кулик Геннадий Васильевич,55041776.940000005
152,Лахова Екатерина Филипповна,25986640.32
153,Лебедев Олег Владимирович,15818103.139999999
154,Липатов Юрий Александрович,43982921.36
155,Плигин Владимир Николаевич,75341969.85999998
156,Макаров Андрей Михайлович,123977448.18
157,Попов Сергей Александрович,24126964.0
158,Максимова Надежда Сергеевна,18655709.799999997
159,Резник Борис Львович,42767093.37
160,Малашенко Виктор Александрович,9984378.99
161,Мединский Владимир Ростиславович,284373691.64
162,Резник Владислав Матусович,1139569836.88
163,Васильев Юрий Викторович,19838899.35
164,Роднина Ирина Константиновна,22319866.509999998
165,Руденский Игорь Николаевич,11115227.45
166,Савченко Евгений Степанович,10053002.870000001
167,Вахаев Хож Магомед Хумайдович,13180727.329999998
168,Волков Юрий Николаевич,150191560.97
169,Вяткин Дмитрий Федорович,17486401.87
170,Габдрахманов Ильдар Нуруллович,56409122.269999996
171,Гаджиев Магомед Тажудинович,19665118.86
172,Гальченко Валерий Владимирович,19949591.62
173,Гасанов Магомедкади Набиевич,11095683.43
174,Герасименко Николай Федорович,25036181.49
175,Герасимова Надежда Васильевна,16015133.060000002
176,Гильмутдинов Ильдар Ирекович,25789949.17
177,Говорухин Станислав Сергеевич,56167405.38999999
180,Голушко Андрей Иванович,108757511.88999999
181,Гольдштейн Ростислав Эрнстович,43829149.6
183,Яковлева  Татьяна  Владимировна,24180797.1
184,Яковлева Лариса Николаевна,13641927.83
185,Язев Валерий Афонасьевич,692601319.93
187,Южилин Виталий Александрович,11109878.91
188,Эркенов Ахмат Чокаевич,12723473.469999999
189,Шхагошев Адальби Люлевич,17096173.59
190,Шуба Виталий Борисович,25084114.83
192,Шойгу Сергей Кужугетович,135020933.8
193,Шлегель Роберт Александрович,11232707.93
194,Богуславский Ирек Борисович,416845659.51
195,Борзова Ольга Георгиевна,12001104.19
196,Борцов Николай Иванович,2393123330.19
197,Бочаров Андрей Иванович,90001396.57
198,Булавинов Вадим Евгеньевич,163672459.84
199,Булаев Николай Иванович,28084855.03
200,Бурыкина Наталья Викторовна,74944216.23
201,Валенчук Олег Дорианович,25746713.39
203,Васильев Владимир Абдуалиевич,21064916.57
204,Михалев Борис Владимирович,14266953.86
205,Морозов Олег Викторович,107976974.61
206,Мукабенова Марина Алексеевна,18241734.24
207,Мурзабаева Салия Шарифьяновна,25629948.68
208,Мусалимов Николай Николаевич,8985058.170000002
210,Муцоев Зелимхан Аликоевич,15662823.03
211,Неверов Сергей Иванович,71188190.05
214,Панина Елена Владимировна,241842299.95
215,Панков Николай Васильевич,26645144.65
220,Петров Сергей Валериевич,659040698.44
222,Пивненко Валентина Николаевна,23434785.39
223,Гончар Николай Николаевич,16924631.33
225,Гридин Владимир Григорьевич,27148659.880000003
228,Гутенев Владимир Владимирович,35122394.65
229,Делимханов Адам Султанович,16491734.239999998
230,Демченко Иван Иванович,89421932.57
231,Саблин Дмитрий Вадимович,620218985.6299999
232,Школкина Надежда Васильевна,73719606.52
233,Савельев Дмитрий Владимирович,689489114.56
234,Шишкин Александр Геннадьевич,54998126.230000004
235,Шихсаидов Хизри Исаевич,4698041.71
236,Самойлов Евгений Александрович,2564397.0
239,Шаккум Мартин Люцианович,59934695.07999999
241,Езубов Алексей Петрович,22238472.42
242,Железняк Сергей Владимирович,17623420.65
243,Жолобов Олег Владимирович,7641662.890000001
244,Журова Светлана Сергеевна,17673589.479999997
245,Заварзин Виктор Михайлович,20894347.7
246,Зубарев Виктор Владиславович,42138415.02
247,Сафаралиев Гаджимет Керимович,27544094.730000004
251,Скоч Андрей Владимирович,917886429.44
252,Соколова Ирина Валерьевна,48131211.72
253,Степанова Зоя Михайловна,26850314.16
255,Юсупов Марсель Харисович,90852522.32000001
256,Скруг Валерий Степанович,64259737.72
257,Тарасенко Михаил Васильевич,20887014.45
259,Терентьев Михаил Борисович,19209689.78
260,Тимченко Вячеслав Степанович,35934000.629999995
261,Скоробогатько Александр Иванович,756476737.22
262,Симановский Леонид Яковлевич,2309755961.94
263,Третьяк Владислав Александрович,47482751.620000005
264,Сибагатуллин Фатих Саубанович,88134626.14000002
266,Зубицкий Борис Давыдович,921613153.4300001
267,Игошин Игорь Николаевич,16405029.04
269,Исаев Андрей Константинович,41922654.8
271,Водолацкий Виктор Петрович,20894734.58
272,Воробьев  Андрей Юрьевич,176500234.92
273,Ткачев Алексей Николаевич,43006612.56
274,Глубоковская Эльмира Гусейновна,37023825.94
276,Старшинов Михаил Евгеньевич,18246734.24
277,Шестаков Василий Борисович,15996256.61
279,Чижов Сергей Викторович,20768414.39
280,Чайка Валентин Васильевич,18107414.59
282,Хор Глеб Яковлевич,389576668.07000005
283,Хинштейн Александр Евсеевич,19601947.69
284,Хамчиев Белан Багаудинович,62086404.53
285,Хайруллин Айрат Назипович,961294900.5500001
286,Фокин Александр Иванович,33082947.84
287,Федоров Евгений Алексеевич,18367874.7
289,Фахритдинов Иршат Юнирович,14142263.64
290,Савченко Олег Владимирович,58623712.480000004
291,Шойгу Лариса Кужугетовна,22465261.49
294,Антипов Сергей Николаевич,9012437.520000001
296,Волчек Геннадий Борисович,31222612.490000002
298,Сухенко Константин Эдуардович,7087074.76
299,Максюта Николай Кириллович,3129404.0
300,Нарышкин Сергей Евгеньевич,42946822.81
301,Сердюк Михаил Иванович,109686268.36000001
302,Ушаков Геннадий Владимирович,504415.05
303,Петухова Наталья Рэмовна,13016145.7
304,Нилов Олег Анатольевич,16109853.03
305,Агеев Александр Александрович,22095683.43
306,Швецов Василий Георгиевич,12881424.19
307,Зотов Игорь Львович,14579452.46
308,Казаков Алексей Валерьевич,11572864.53
309,Носовко Геннадий Сергеевич,103074501.31
311,Гудков Дмитрий Геннадьевич,38685136.55
312,Гасанов Джамаладин Набиевич,12385591.899999999
313,Шеин Анатолий Алексеевич,60258523.53
315,Москалькова Татьяна Николаевна,39133586.72
316,Романович Александр Леонидович,21855492.439999998
317,Курочкин  Антон  Анатольевич,1067337.0
318,Горовцов Дмитрий Евгеньевич,11433537.260000002
319,Ванчугов Роман Анатольевич,11095683.43
320,Доронин Сергей Александрович,11095683.43
321,Брячак Михаил Васильевич,14485944.649999999
322,Крутов Андрей Дмитриевич,11177838.58
323,Озеров Андрей Александрович,90814757.3
324,Пахолков Олег Владимирович,13497457.34
325,Митрофанов Алексей Валентинович,22626091.43
326,Чепа Алексей Васильевич,562354525.9699999
327,Селиванов Юрий Алексеевич,37754675.56
328,Епифанова Ольга Николаевна,116729055.88
329,Кузьмин  Александр  Сергеевич,5723787.08
330,Оганян Оганес Арменакович,255249363.64
331,Машкарин Владимир  Петрович,18230140.44
332,Руденко Андрей Викторович,17310654.13
333,Харлов Вадим Борисович,19385496.97
334,Ильковский Константин Константинович,224371506.54000002
335,Лакутин Николай Афанасьевич,14027438.09
336,Левин Леонид Леонидович,51661755.309999995
337,Туманов Андрей Владимирович,18169072.91
338,Диденко Алексей Николаевич,18572120.61
339,Калашников Сергей Вячеславович,22811088.529999997
340,Сухарев Иван Константинович,22798892.14
341,Старовойтов Александр Сергеевич,18646459.369999997
342,Маринин Сергей Владимирович,17624885.15
343,Абрамов  Иван  Николаевич,25527276.33
344,Маркин Андрей Леонидович,22276449.59
347,Кулиева Василина Васильевна,8560128.4
348,Кропачев Александр Сергеевич,13237002.96
350,Носов Дмитрий Юрьевич,11095677.43
351,Калюжный Руслан Валерьевич,43336866.11
352,Дроздов Илья Юрьевич,17979788.240000002
353,Чиркова Ирина Александровна,11095683.219999999
355,Золочевский Виталий Сергеевич,14975859.76
356,Литвинцев Дмитрий Алексеевич,12627115.71
357,Каргинов Сергей Генрихович,24956996.520000003
358,Журавлев Сергей Валерианович,27582300.169999998
359,Сироткин Сергей Никанорович,19672277.07
360,Савельев Дмитрий Иванович,17559661.75
361,Ананских Игорь Александрович,16201713.630000003
362,Жигарев Сергей Александрович,79214096.85
363,Курдюмов Александр Борисович,28035627.880000003
364,Деньгин Вадим Евгеньевич,17746243.64
365,Зелинский Ян Викторович,11862230.95
366,Свиридов Валентин Валентинович,13112008.84
367,Дегтярев Михаил Владимирович,16435288.34
368,Ищенко Антон Анатольевич,11528146.870000001
369,Субботин Константин Сергеевич,12126043.85
370,Балберов Александр Александрович,22466915.490000002
371,Шингаркин Максим Андреевич,11221380.36
372,Свергунова Маргарита Николаевна,11620283.43
373,Соболев Виктор Васильевич,13133114.33
374,Вайнштейн Сергей Евгеньевич,908800059.3599999
375,Свинцов Андрей Николаевич,36578928.55
376,Черкесов Виктор Васильевич,49722324.92999999
377,Тайсаев Казбек Куцукович,16353221.57
378,Ющенко Александр Андреевич,31922018.479999997
379,Тычинин Андрей Джафарович,63684831.13
380,Мархаев Вячеслав Михайлович,20354522.39
381,Бифов Анатолий Жамалович,61088463.38
382,Кочиев Роберт Иванович,17478084.46
383,Лихачев Василий Николаевич,105471524.58
384,Пешков Виктор Петрович,13854538.54
385,Заполев Михаил Михайлович,14569906.21
386,Юрченко Сергей Иванович,12174039.57
387,Поздняков Владимир Георгиевич,22002030.7
388,Осадчий Николай Иванович,9507895.58
389,Гайзер Вячеслав Михайлович,12408302.040000001
390,Берулава Михаил Николаевич,53473868.15
391,Громов Борис Всеволодович,15435025.55
392,Хороля Дмитрий Оттович,19571349.28
393,Кузьминых Тамара Гавриловна,14596154.34
396,Кобылкин Дмитрий Николаевич,79470115.12
397,Маркелов Леонид Игоревич,12114144.92
398,Меркушкин Николай Иванович,16908340.779999997
399,Важенин Юрий Иванович,166530822.55
400,Гончаров Виктор Иванович,14251347.64
402,Ефимов Виталий Борисович,20767874.39
403,Арефьев Николай Васильевич,21276614.25
404,Васильцов Сергей Иванович,13356651.55
406,Комарова Наталья Владимирована,11983842.65
407,Борисов Егор Афанасьевич,62188855.6
408,Рульков Евгений Адамович,11643338.620000001
410,Комоцкий Борис Олегович,17031419.28
411,Мамаев Сергей Павлинович,12101146.98
412,Иванов Николай Николаевич,18022872.47
413,Потомский Вадим Владимирович,19731449.19
414,Васильев Николай Иванович,16474934.88
416,Козак Дмитрий Николаевич,110217085.46
417,Выборный Анатолий Борисович,192170131.96
418,Жарков Антон Викторович,675549116.12
419,Кожевникова Мария Александровна,22364348.59
420,Никонов Вячеслав Алексеевич,29976367.22
421,Мамсуров Таймураз Дзамбекович,12399366.290000001
422,Хадарцев Махарбек Хазбиевич,7030993.21
423,Минниханов Рустам Нургалиевич,2658400895.0
424,Мухаметшин Фарид Хайруллович,27701981.68
425,Сойникова Марина Николаевна,2802606.26
426,Королев Олег Петрович,23278506.68
427,Лысаков Вячеслав Иванович,24452697.950000003
428,Шанцев Валерий Павлинович,77657318.83
429,Сафин Марат Мубинович,15636041.55
430,Митин Сергей Герасимович,14660249.88
431,Мануйлова Ирина Викторовна,12345005.469999999
432,Дорофеев Сергей Борисович,17443822.630000003
434,Шрейдер Виктор Филиппович,18155775.060000002
435,Берг Юрий Александрович,13564398.440000001
436,Бариев Марат Мансурович,20337265.83
437,Ильясов Радик Сабитович,21557178.25
438,Хайров Ринат Шамильевич,132749156.63
439,Сидякин Александр Геннадьевич,42121885.56
440,Абубакиров Ришат Фазлутдинович,117376226.19
441,Галимарданов Марсел Магфурович,14491909.81
442,Кара-оол Шолбан Валерьевич,23636334.82
443,Николаева Елена Леонидовна,12371258.530000001
444,Белозерцев Иван Александрович,17008874.779999997
445,Макаров Николай Иванович,21418100.59
446,Волков Александр Александрович,40395491.94
447,Турчак Андрей Анатольевич,190391284.44
448,Голубев Василий Юрьевич,166050906.2
449,Каминский Александр Викторович,26837088.04
450,Москвичев Евгений Сергеевич,38766186.44
453,Ковалев Олег Иванович,12452685.87
454,Артяков Владимир Владимирович,174322475.04
455,Зимин Виктор Михайлович,17707428.419999998
456,Мухина Екатерина Борисовна,7219842.3
457,Азаров Дмитрий Игоревич,34637766.9
458,Кадыров Рамзан Ахматович,55238758.7
459,Володин Вячеслав Викторович,226234179.55
460,Байсултанов Одес Хасаевич,19557276.19
461,Грищенко Олег Васильевич,212296436.73
462,Бокова Людмила Николаевна,19126067.5
464,Баталина Ольга Юрьевна,38555701.11
465,Хорошавин Александр Вадимович,8975078.85
467,Петров Александр Петрович,17492910.04
468,Абдурахманов Дукуваха Баштаевич,3015185.34
469,Якушев Валерий Васильевич,13127582.61
471,Никитин Александр Валерьевич,21238161.4
472,Игнатьев Михаил Васильевич,16997905.17
473,Бабаков Александр Михайлович,342107044.28000003
474,Шевелев Андрей Владимирович,8292426.1
475,Максимова Светлана Викторовна,15798077.740000002
477,Кресс Виктор Мельхиорович,39204231.64
478,Карлин Александр Богданович,98405613.39
479,Груздев Владимир Сергеевич,2683543365.9
482,Якушев Владимир Владимирович,46502170.980000004
483,Карпов Анатолий Евгеньевич,19863635.86
484,Прокопьев Александр Сергеевич,377703430.96000004
485,Морозов Сергей Иванович,41342814.20999999
486,Юревич Михаил Валерьевич,27841826.47
487,Павлова Маргарита Николаевна,2712599.9499999997
489,Бурматов Владимир Владимирович,21755433.36
490,Белоусов Вадим Владимирович,204287003.3
491,Куликов Валентин Петрович,23500049.25
492,Кретов Александр Владимирович,869891561.7900001
493,Черемисов Константин Николаевич,16513693.8
494,Авдеев Михаил Юрьевич,21937431.990000002
495,Вахруков Сергей Алексеевич,40758170.0
496,Собянин Сергей Семенович,26432742.0
497,Швецова Людмила Ивановна,6519875.89
498,Долгих Владимир Иванович,31414458.03
499,Тарнаев Алекандр Петрович,15156387.07
500,Ресин Владимир Иосифович,195976365.23000002
501,Вороненков Денис Николаевич,20449789.900000002
502,Звагельский Виктор Фридрихович,12235683.43
503,Абалаков Алекандр Николаевич,18453923.21
504,Кравец Александр Алексеевич,18711727.11
505,Иконников Василий Николаевич,18698791.0
506,Симагин Владимир Александрович,11313911.309999999
507,Бессонов Владимир Иванович,11873583.34
508,Алимова Ольга Николаевна,12096558.83
509,Дорохин Павел Сергеевич,17378864.880000003
510,Тетёкин Вячеслав Николаевич,17768673.77
511,Синельщиков Юрий Петрович,154234255.19
512,Поклоннова Светлана Валентиновна,1883977.75
513,Некрасов Александр Николаевич,1758075405.9499998
514,Губенко Николай Николаевич,36704836.51
515,Жиряков Степан Михайлович,21917753.869999997
516,Ткачёв Александр Николаевич,86308551.94
517,Бекетов Владимир Андреевич,10441104.23
518,Горовой Николай Иванович,16474290.030000001
519,Кривоносов Сергей Владимирович,69151803.54
520,Пимашков Петр Иванович,17686607.0
521,Когогина Альфия Гумаровна,245441265.7
522,Кумин Вадим Валентинович,13062585.77
523,Потапов Александр Владимирович,11320629.82
524,Доровин Евгений Владимирович,16074226.030000001
525,Бортко Владимир Владимирович,27566623.630000003
526,Трутнев Юрий Петрович,848598075.1199999
527,Трапезников Валерий Владимирович,17369299.16
528,Шувалов Игорь Иванович,852891061.97
531,Эм Юрий Павлович,16315732.299999999
532,Мурга Андрей Юрьевич,133591795.82000001
533,Сенаторова Елена Николаевна,13125735.97
534,Шпорт Вячеслав Иванович,46988355.7
535,Моисеев Михаил Алексеевич,15559257.58
536,Кожемяко Олег Николаевич,70381004.28
537,Жилкин Александр Александрович,11283678.86
538,Максакова-Игенбергс Мария Петровна,22964291.32
539,Албин (Слюняев) Игорь Николаевич,11158186.7
540,Ильтяков Александр Владимирович,22796019.820000004
541,Карамышев Виктор Николаевич,68761401.38
542,Медведев Дмитрий  Анатольевич,29665956.560000002
543,Кумпилов Мурат Каральбиевич,4923096.46
544,Хамитов Рустэм Закиевич,29167214.43
545,Рахматуллина Зугура Ягануровна,21929374.91
546,Качкаев Павел Рюрикович,23087968.76
547,Дегтярёв Александр Николаевич,13600214.08
548,Баталова Рима Акбердиновна,32116233.97
549,Махмутов Анвар Анасович,17109266.59
550,Климов Виктор Владимирович,28007748.580000002
551,Марданшин Рафаэль Мирхатимович,62813604.24999999
552,Наговицын Вячеслав Владимирович,15896987.0
553,Магомедов Магомедсалам Магомедалиевич,31371873.0
555,Абдулатипов Рамазан  Гаджимурадович,18267751.09
556,Курбанов Ризван Даниялович,39410331.190000005
557,Балашов Балаш Курбанмагомедович,88739183.45
558,Евкуров Юнус-Бек Баматгиреевич,9302454.670000002
559,Каноков Арсен Баширович,199974308.91
560,Геккиев Заур Далхатович,18531400.450000003
561,Орлов Алексей Маратович,5232753.35
562,Темрезов Рашид Бориспиевич,5756085.18
564,Валуев Николай Сергеевич,93734941.75
565,Алексеева Татьяна Олеговна,13236854.68
568,Коньков Дмитрий Сергеевич,2477235.21
569,Позгалев Вячеслав Евгеньевич,18261424.89
570,Гордеев Алексей Васильевич,41974271.71
572,Костунов Илья Евгеньевич,12362193.43
573,Журавлев Алексей Александрович,16643298.66
574,Мень Михаил Александрович,248987166.43999997
576,Романов Антон Васильевич,11712595.68
577,Жуков Александр Дмитриевич,20966670.52
578,Цуканов Николай Николаевич,35801894.13
579,Артамонов Анатолий Дмитриевич,27591988.52
581,Синикова Надежда Валентиновна,19409718.18
582,Путин Владимир Владимирович,29076459.0
585,Есяков Сергей Яковлевич,71130491.75999999
586,Завальный Павел Николаевич,291979899.14
588,Исаев Михаил Александрович,21586772.6
589,Карлов Георгий Александрович,94651115.69999999
590,Аброськин Николай Павлович,51503178.78
591,Агаев   Бекхан Вахаевич,40967421.739999995
592,Агузаров Тамерлан Кимович,7122451.24
593,Петров Юрий Александрович,36155428.370000005
594,Пинский Виктор Витальевич,60742212.96
595,Поддубный Сергей Анатольевич,16272311.64
596,Поневежский Владимир Александрович,12261344.85
597,Поцяпун Владимир Тимофеевич,53440522.45
598,Пушков Алексей Константинович,74684872.72
599,Ремезков Александр Александрович,746583065.02
600,Агаев  Ваха Абуевич,38697032.230000004
601,Иванюженков Борис Викторович,11097284.55
602,Лебедев Олег Александрович,34691338.08
603,Никитчук Иван Игнатьевич,12393685.969999999
604,Родин Владимир Романович,52807411.49
606,Аршинова Алёна Игоревна,15758323.2
607,Аскендеров Заур Асевович,18849057.05
608,Афонский Владимир Игоревич,9244409.11
609,Бобраков  Алексей  Евгеньевич,3066724.05
610,Брыксин Александр Юрьевич,447853447.81
611,Валеев Эрнест Абдулович,25285733.439999998
612,Василенко Александр Борисович,136498671.02
613,Назарова Марина Юрьевна,11638021.48
614,Натхо Разиет Хамедовна,11208081.899999999
615,Васильев Александр Николаевич,17592346.880000003
616,Волков Данил Владимирович,11153505.48
617,Гаджиев Мурад Станиславович,216330565.86
618,Лысяков Алексей Алексеевич,95695841.02000001
619,Колесник Андрей Иванович,114624382.66
620,Колесников Олег Алексеевич,131742854.25999999
621,Кононов Владимир Михайлович,38227120.18
622,Красов Андрей Леонидович,22184230.439999998
623,Ледков Григорий Петрович,16724962.34
624,Максимов Василий Юрьевич,19279492.62
625,Парахин Владимир Вячеславович,12829747.67
626,Самиев Ильдар Рафикович,273959969.57
627,Тихонов Руслан Кронидович,11902535.469999999
628,Умаханов Умахан Магомедгаджиевич,103420405.36
629,Фабричный Сергей Юрьевич,21251799.5
630,Федяев Павел Михайлович,117100275.09
631,Маркелов Михаил Юрьевич,13058092.17
632,Николаев Михаил Ефимович,15860292.71
633,Огородова Людмила Михайловна,28099241.939999998
634,Огуль Леонид Анатольевич,50092096.71
635,Чиндяскин Сергей Викторович,16291734.239999998
636,Шайденко Надежда Анатольевна,18139417.75
638,Саралиев Шамсаил Юнусович,25104645.11
639,Селимханов Магомед Саламович,18743971.869999997
641,Слипенчук Михаил Викторович,2460976737.1600003
642,Тен Сергей Юрьевич,49423145.57000001
643,Терешкова Валентина Владимировна,43413512.980000004
644,Бычкова Евдокия Ивановна,22308624.09
645,Ушаков Дмитрий Владимирович,16738261.209999999
647,Белеков Иван Итулович,16068067.44
648,Гигель Татьяна Анатольевна,14024002.02
657,Рогозин Дмитрий Олегович,53021891.7
658,Сурков Владислав Юрьевич,60664144.0
659,Хлопонин Александр Геннадиевич,444050301.71
660,Ястребов Сергей Николаевич,18461712.21
661,Вайно Антон Эдуардович,48931313.0
663,Басаргин Виктор Федорович,18743947.439999998
664,Голикова Татьяна Алексеевна,122165120.69
665,Коновалов Александр Владимирович,45645963.29000001
666,Лавров Сергей Викторович,28422722.53
667,Левитин Игорь Евгеньевич,116950310.0
668,Мутко Виталий Леонтьевич,47140551.0
669,Набиуллина Эльвира Сахипзадовна,207952230.0
670,Нургалиев Рашид Гумарович,19689257.0
671,Сердюков Анатолий Эдуардович,518132870.0
672,Силуанов Антон Германович,209071683.76000002
675,Фурсенко Андрей Александрович,50495938.0
679,Чуров Владимир Евгеньевич,16300850.86
680,Ивлев Леонид Григорьевич,15613111.49
681,Вавилов Станислав Владимирович,12987944.629999999
682,Конкин Николай Евгеньевич,68969508.80000001
683,Воронова Татьяна Геннадьевна,9592918.0
684,Матвиенко Валентина Ивановна,260384360.76000002
686,Аксаков Валерий Евгеньевич,3011939.0
687,Атанов Егор Васильевич,11639303.18
688,Беспаликов Алексей Акимович,5006370.0
693,Вайнберг Александр Владеленович,15431809.5
700,Геремеев Сулейман Садулаевич,15919122.11
713,Кошин Игорь Викторович,60203005.51
714,Кривицкий Дмитрий Борисович,11289798.74
717,Майоров Алексей Петрович,26527933.29
722,Мунзук Галина Максимовна,2668800.0
723,Озеров Виктор Алексеевич,14244277.71
730,Маркелов Константин Алексеевич,7079520.48
731,Зотеева Галина Александровна,5980975.45
732,Королев Николай Николаевич,2137582.79
733,Афанасьев Денис Александрович,5098455.46
734,Александров Алексей Иванович,53164559.97
737,Белоусов Сергей Владимирович,82207009.04
738,Щеблыгин Сергей Евгеньевич,12042210.620000001
751,Белявский Аркадий Романович,7045590.81
753,Биктуганов Юрий Иванович,7068149.66
760,Власов Владимир Александрович,4897307.8100000005
761,Вольф Виталий Александрович,4176607.4
764,Ершов Михаил Павлович,2779144.84
766,Зырянов Сергей Михайлович,80577153.09
767,Клевец Николай Арсентьевич,5912102.72
768,Колтонюк Константин Александрович,24635356.0
772,Королев Павел Эдуардович,52130964.76
775,Максимов Михаил Игоревич,6217758.0
778,Ноженко Дмитрий Юрьевич,12906486.77
781,Рапопорт Леонид Аронович,5240900.16
782,Романов Владимир Иванович,7882348.27
783,Смирнов Николай Борисович,7601178.8
787,Гребенькова Людмила Александровна,9061690.15
